program,fund_type,funding_year,funding_request_number,frn_line_number,status,filing_hcp,filing_hcp_name,filing_hcp_entity_type,filing_hcp_street,filing_hcp_city,filing_hcp_state,filing_hcp_zip_code,filing_hcp_latitude,filing_hcp_longitude,participating_hcp,participating_hcp_name,participating_hcp_entity_type,participating_hcp_street,participating_hcp_city,participating_hcp_state,participating_hcp_county,participating_hcp_zip_code,participating_hcp_latitude,participating_hcp_longitude,category_of_expense,service_type,download_speed,upload_speed,number_of_bidders,frequency_of_expense,multi_year_funding,funding_start_date,funding_end_date,funding_commitment_date,funding_submission_date,service_provider_id,service_provider_name,filing_window,original_requested_amount,original_committed_amount,total_commited_amount,total_authorized_disbursement_amount,service_level_agreement,invoice_deadline_date,filing_hcp_county,bandwidth,monthly_urban_rate,monthly_rural_rate,packet_loss,reliability,jitter,latency,eligible_service,eligible_site,quantity_of_item_invoiced,prorata_factor
Healthcare Connect Fund,Consortium,2022,RHC20220005594,11,Processed,39164,Health Alliance Of The Hudson Valley,Consortium Of The Above,42084 State Highway 28,Margaretville,NY,12455,42.1464352,-74.6424668,95117,Good Samaritan Hospital,Not-For-Profit Hospital,255 Lafayette Ave,Suffern,NY,Rockland,10901,41.112189,-74.136259,Data,Ethernet,100 Mbps,100 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-12-22T00:00:00.000,2022-02-04T00:00:00.000,143005274,Crown Castle Fiber LLC,FY 2022 Filing Window 1,5850,5850,5850,5850,No,2023-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220001754,1,Processed,33119,Hshs - St Vincent's Door County Cancer Center,Rural Health Clinic,323 S 18Th Ave,Sturgeon Bay,WI,54235,44.832718,-87.354362,33119,Hshs - St Vincent's Door County Cancer Center,Rural Health Clinic,323 S 18Th Ave,Sturgeon Bay,WI,Door,54235,44.832718,-87.354362,Data,Ethernet,100 Mbps,100 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-14T00:00:00.000,2021-12-27T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2022 Filing Window 1,4730.62,4730.62,4730.62,4717.22,No,2023-10-28T00:00:00.000,Door,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220009095,14,Processed,48783,"Novant Health, Inc. Consortium",Consortium Of The Above,2085 Frontis Plaza Blvd,Winston Salem,NC,27103,36.062417,-80.315251,48823,Novant Health Its Data Center,Not Available,601 Kingsley Park Dr,Fort Mill,SC,York,29715,35.0202785,-80.9662113,Data,Ethernet,10 Gbps,10 Gbps,2,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2023-01-26T00:00:00.000,2022-03-30T00:00:00.000,143021460,"CenturyLink Level 3 Communications, LLC",FY 2022 Filing Window 1,39085.95,39085.95,39085.95,39085.94,No,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230024184,16,Processed,38493,Communityhealth It,Consortium Of The Above,The Center For Space Education S.r. 405,Kennedy Space Center,FL,32899,28.5728722,-80.6489807,44040,Palms Medical Group - Orange Park,Community Health Center Or Health Center Providing Health Care To Migrants,2233 Park Ave,Orange Park,FL,Clay,32073,30.1663691,-81.7391523,Equipment,Routers (leased),NA,NA,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-08-10T00:00:00.000,2023-04-11T00:00:00.000,143042908,"Florida Phone Systems, Inc.",FY 2023 Filing Window 1,273,273,273,,No,2024-10-28T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2015,15766641,7,Committed,35344,Indian Health Service,Consortium Of The Above,5600 Fishers Ln,Rockville,MD,20852,39.0621943,-77.1123801,12172,Ihs-Gpa Cheyenne River Health Center Eagle Butte Hospital,Rural Health Clinic,24276 166th St Airport Rd,Eagle Butte,SD,Dewey,57625,44.9923228,-101.2435495,Leased/Tariffed Facilities or Services,Virtual Private Network (VPN),12 Mbps,12 Mbps,,Month,Yes,2015-10-01T00:00:00.000,2016-09-30T00:00:00.000,2016-07-13T00:00:00.000,2016-03-28T00:00:00.000,143001197,Verizon Business Global LLC,,68930.75,69898.58,69898.58,69898.58,Yes,2017-03-31T23:59:59.000,,0,0,0,0.05% or less,99.9% or greater,4ms or less,70ms or less,,1,1,
Healthcare Connect Fund,Individual,2024,RHC20240001714,1,Submitted,44789,Bluegrass Community Hospital,"Dedicated Er Of Rural, For-Profit Hospital",360 Amsden Avenue,Versailles,KY,40383,38.0549001,-84.7233116,44789,Bluegrass Community Hospital,"Dedicated Er Of Rural, For-Profit Hospital",360 Amsden Avenue,Versailles,KY,Woodford,40383,38.0549001,-84.7233116,Data,Ethernet,10 Mbps,10 Mbps,0,Monthly,No,,,,2024-01-05T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2024 Filing Window 1,4867.2,,,,No,,Woodford,,,,,,,,,,,
Healthcare Connect Fund,Individual,2023,RHC20230016177,1,Processed,27949,Hale County Hospital,Not-For-Profit Hospital,508 Greene Street,Greensboro,AL,36744,32.6955444,-87.5869077,27949,Hale County Hospital,Not-For-Profit Hospital,508 Greene Street,Greensboro,AL,Hale,36744,32.6955444,-87.5869077,Data,Internet Access,60 Mbps,5 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-13T00:00:00.000,2023-01-10T00:00:00.000,143029836,"MCC Telephony, LLC",FY 2023 Filing Window 1,1613.82,1613.82,1613.82,,No,2024-10-28T00:00:00.000,Hale,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230022044,21,Processed,17259,"Christus Health, Dba The Texas Health Information Network Collaborative (Txhinc)",Consortium Of The Above,10002 Rogers Run,San Antonio,TX,78251,29.4651184,-98.6765618,46185,Tmfh- Mount Pleasant,Rural Health Clinic,2001 W Ferguson Rd Ste 1000,Mount Pleasant,TX,Titus,75455,33.159191,-94.988816,Data,Internet Access,100.00 Mbps,10.00 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-10-26T00:00:00.000,2023-04-26T00:00:00.000,143016446,"Cebridge Telecom TX, LP",FY 2023 Filing Window 1,1559.61,1559.61,1559.61,,No,2024-10-28T00:00:00.000,Harris,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220010689,1,Processed,34406,Pella Regional Telehealth Network,Consortium Of The Above,404 Jefferson St,Pella,IA,50219,41.4134489,-92.91151,17109,Pella Regional Health Center,Not-For-Profit Hospital,404 Jefferson Street,Pella,IA,Marion,50219,41.4134489,-92.91151,Data,Internet Access,1 Gbps,1 Gbps,0,Monthly,Yes,2022-07-01T00:00:00.000,2025-04-24T00:00:00.000,2022-10-27T00:00:00.000,2022-05-24T00:00:00.000,143034322,"Aureon Communications, L.L.C",FY 2022 Filing Window 1,19663.15,19663.15,19663.15,6737.04,No,2025-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230025820,5,Processed,70994,Advocate Health,Consortium Of The Above,3075 Highland Pkwy Fl 6,Downers Grove,IL,60515,41.83232,-88.00461,15011,Aurora Medical Center - Hartford,Not-For-Profit Hospital,1032 East Sumner Street,Hartford,WI,Washington,53027,43.318278,-88.3623226,Data,ISDN,1.54 Mbps,1.54 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-11-02T00:00:00.000,2023-04-13T00:00:00.000,143001856,"Wisconsin Bell, Inc.",FY 2023 Filing Window 1,5201.59,5201.59,5201.59,,No,2024-10-28T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Individual,2015,15677551,8,Committed,28280,Columbia Memorial Hospital,Not-For-Profit Hospital,71 Prospect Ave,Hudson,NY,12534-2927,42.251771,-73.784506,28280,Columbia Memorial Hospital,Not-For-Profit Hospital,71 Prospect Ave,Hudson,NY,Columbia,12534-2927,42.251771,-73.784506,Leased/Tariffed Facilities or Services,Ethernet,100.0MB,100.0MB,0,Month,No,2015-07-01T00:00:00.000,2016-06-30T00:00:00.000,2015-10-29T00:00:00.000,2015-07-20T00:00:00.000,143026172,"FirstLight Fiber, Inc.",,14820,14820,14820,14820,No,2016-12-31T23:59:59.000,Columbia,,0,0,,,,,1,1,1,
Healthcare Connect Fund,Individual,2022,RHC20220001903,1,Processed,17074,Knox Community Hospital,Not-For-Profit Hospital,1330 Coshocton Avenue,Mount Vernon,OH,43050,40.3996679,-82.4482173,17074,Knox Community Hospital,Not-For-Profit Hospital,1330 Coshocton Avenue,Mount Vernon,OH,Knox,43050,40.3996679,-82.4482173,Data,Ethernet,100 Mbps,100 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-21T00:00:00.000,2021-12-27T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2022 Filing Window 1,9984,9984,9984,,No,2024-02-25T00:00:00.000,Knox,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230026651,4,Processed,41634,Essentia Health Consortium,Consortium Of The Above,400 E 3Rd St,Duluth,MN,55805,46.7927656,-92.0956836,38097,Essentia Health - Emily Clinic,Rural Health Clinic,20918 County Road 1,Emily,MN,Crow Wing,56447,46.7309649,-93.9609076,Data,MPLS,10 Mbps,10 Mbps,1,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-11-02T00:00:00.000,2023-04-26T00:00:00.000,143001200,"Consolidated Communications Enterprise Services, Inc.",FY 2023 Filing Window 1,12331.8,12331.8,12331.8,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230022022,7,Processed,108223,Prohealth It Consortium,Consortium Of The Above,N17 W24100 Riverwood Drive,Waukesha,WI,53188,43.05519,-88.231433,54109,Prohealth Riverwood Main Data Center,Not Available,N17 W24100 Riverwood Dr,Waukesha,WI,Waukesha,53188,43.0547492,-88.2282555,Data,Internet Access,1.0 Gbps,1.0 Gbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-09-21T00:00:00.000,2023-04-13T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2023 Filing Window 1,12472.2,12472.2,12472.2,,No,2024-10-28T00:00:00.000,,,,,,,,,,,1,
Healthcare Connect Fund,Individual,2022,RHC20220004002,1,Processed,27731,Rolling Plains Memorial Hospital,Not-For-Profit Hospital,200 E Arizona Avenue,Sweetwater,TX,79556,32.453745,-100.3982409,27731,Rolling Plains Memorial Hospital,Not-For-Profit Hospital,200 E Arizona Avenue,Sweetwater,TX,Nolan,79556,32.453745,-100.3982409,Data,Internet Access,500 Mbps,50 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-21T00:00:00.000,2022-01-19T00:00:00.000,143016446,"Cebridge Telecom TX, LP",FY 2022 Filing Window 1,1887.13,1887.13,1887.13,1887.13,No,2023-10-28T00:00:00.000,Nolan,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2016,16921671,1,Committed,17234,New England Telehealth Consortium,Consortium Of The Above,41 Pleasant St,Bangor,ME,04401,44.796139,-68.771729,34350,Lamprey Health Care/207 S. Main St. Newmarket,Not Available,207 S Main St,Newmarket,NH,Rockingham,03857,43.075282,-70.9443007,Leased/Tariffed Facilities or Services,Dedicated Internet Access (DIA),100.0MB,100.0MB,1,Month,Yes,2016-09-30T00:00:00.000,2019-06-30T00:00:00.000,2017-04-12T00:00:00.000,2016-10-17T00:00:00.000,143018809,Freedom Ring Communications,2016_02,16238.67,14900.48,13081.1,13081.1,Yes,2019-12-31T23:59:59.000,Penobscot,0,0,0,.5%,99.99%,1 ms,50 ms,1,1,1,.9252804
Healthcare Connect Fund,Consortium,2023,RHC20230024739,7,Submitted,17212,Cha Broadband Services,Consortium Of The Above,7335 E Orchard Rd,Greenwood Village,CO,80111,39.610135,-104.902395,23234,Arapahoe/Douglas Mental Health Network - Inverness Center,Community Mental Health Center,155 Inverness Drive West,Englewood,CO,Arapahoe,80112,39.5796249,-104.874742,Equipment,Routers (leased),NA,NA,0,Monthly,No,,,,2023-03-31T00:00:00.000,143003990,Comcast Business Communications,FY 2023 Filing Window 1,132.21,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2024,RHC20240000084,1,Submitted,114424,Ashley Regional Medical Center,"Dedicated Er Of Rural, For-Profit Hospital",150 W 100 N,Vernal,UT,84078,,,114424,Ashley Regional Medical Center,"Dedicated Er Of Rural, For-Profit Hospital",150 W 100 N,Vernal,UT,Uintah,84078,,,Data,Internet Access,50 Mbps,10 Mbps,,Monthly,No,,,,2023-12-01T00:00:00.000,143002571,"UBTA-UBET Communications, Inc",FY 2024 Filing Window 1,421.13,,,,No,,Uintah,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220010080,1,Processed,13139,Lavaca Medical Center,Rural Health Clinic,1400 North Texana Street,Hallettsville,TX,77964-2099,29.4608288,-96.9395696,13139,Lavaca Medical Center,Rural Health Clinic,1400 North Texana Street,Hallettsville,TX,Lavaca,77964-2099,29.4608288,-96.9395696,Data,Dedicated Internet Access (DIA),50 Mbps,50 Mbps,1,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-10-13T00:00:00.000,2022-05-04T00:00:00.000,143049472,"Hypercore Networks, Inc.",FY 2022 Filing Window 1,10132.2,10132.2,10132.2,,No,2024-02-25T00:00:00.000,Lavaca,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230026361,9,Submitted,64866,Srho Hcf Consortium,Consortium Of The Above,Po Box 12161,Raleigh,NC,27605,35.790839,-78.653544,95415,St Vincents Medical Center,Not-For-Profit Hospital,2800 Main St,Bridgeport,CT,Fairfield,06606,41.200198,-73.202322,Equipment,Routers (leased),NA,NA,3,Monthly,No,,,,2023-04-18T00:00:00.000,143001305,The Southern New England Telephone Company,FY 2023 Filing Window 1,1942.2,,,,No,,,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2023,RHC20230028120,30,Submitted,17243,Palmetto State Providers Network,Consortium Of The Above,1880 Main Highway,Bamberg,SC,29003,33.313536,-81.034493,25627,Wakemed Cary Hospital,Not-For-Profit Hospital,1900 Kildaire Farm Road,Cary,NC,Wake,27518,35.7415493,-78.7790055,Data,Ethernet,10.00 Gbps,10.00 Gbps,,Monthly,Yes,,,,2023-04-29T00:00:00.000,143032515,"FRC, LLC",FY 2023 Filing Window 1,1092,,,,No,,Charleston,,,,,,,,,,1,
Healthcare Connect Fund,Consortium,2022,RHC20220013841,25,Withdrawn,93066,Commonspirit Health,Consortium Of The Above,11045 E Lansing Cir,Englewood,CO,80112,39.548535,-104.862382,13047,Lakewood Health Center,Not-For-Profit Hospital,600 Main Avenue South,Baudette,MN,Lake Of The Woods,56623,48.7065214,-94.6005033,Network Management Services,Network Management Services,0.00 Mbps,0.00 Mbps,1,Monthly,No,,,,2022-06-01T00:00:00.000,143050898,"HCL America, Inc.",FY 2022 Filing Window 1,896.22,,,,No,,,,,,,,,,,,3,
Healthcare Connect Fund,Consortium,2023,RHC20230021015,9,Submitted,39164,Health Alliance Of The Hudson Valley,Consortium Of The Above,42084 State Highway 28,Margaretville,NY,12455,42.1464352,-74.6424668,95117,Good Samaritan Hospital,Not-For-Profit Hospital,255 Lafayette Ave,Suffern,NY,Rockland,10901,41.112189,-74.136259,Data,Ethernet,100 Mbps,100 Mbps,0,Monthly,No,,,,2023-03-07T00:00:00.000,143005274,Crown Castle Fiber LLC,FY 2023 Filing Window 1,5850,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220003693,1,Processed,54085,Heywood Healthcare,Consortium Of The Above,242 Green Street,Gardner,MA,01440,42.5864219,-71.9870741,54084,Heywood Hospital,Not-For-Profit Hospital,242 Green Street,Gardner,MA,Worcester,01440,42.5864219,-71.9870741,Data,T1/DS1,1.544 Mbps,1.544 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-08-11T00:00:00.000,2022-01-14T00:00:00.000,143023658,DSCI LLC,FY 2022 Filing Window 1,1989,1989,1989,,No,2024-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Individual,2023,RHC20230018247,2,Processed,13784,Hutchinson Area Health Care,Not-For-Profit Hospital,1095 Highway 15 S,Hutchinson,MN,55350-5000,44.8757643,-94.3728798,13784,Hutchinson Area Health Care,Not-For-Profit Hospital,1095 Highway 15 S,Hutchinson,MN,Mcleod,55350-5000,44.8757643,-94.3728798,Data,ISDN,1.54 Mbps,1.54 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-11-02T00:00:00.000,2023-02-05T00:00:00.000,143002105,Hutchinson Telephone Company,FY 2023 Filing Window 1,9783.93,9783.93,9783.93,,No,2024-10-28T00:00:00.000,Mcleod,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230025000,18,Submitted,69648,Atrium Health Consortium,Consortium Of The Above,1000 Blythe Blvd,Charlotte,NC,28203,35.203089,-80.838293,70864,Atrium Health - Tierpoint Data Center,Not Available,4021 Rose Lake Dr,Charlotte,NC,Mecklenburg,28217,35.178689,-80.928309,Data,Fiber,0 Mbps,0 Mbps,1,Monthly,No,,,,2023-04-12T00:00:00.000,143021460,"CenturyLink Level 3 Communications, LLC",FY 2023 Filing Window 1,2781.32,,,,No,,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2022,RHC20220012833,69,Processed,35509,Florida Department Of Health,Consortium Of The Above,4052 Bald Cypress Way Hirm2c Mail Bin B05,Tallahassee,FL,32399,30.3896881,-84.2299378,38537,Okaloosa Chd46 Crestview,Local Health Department Or Agency,810 James Lee Rd,Crestview,FL,Okaloosa,32539,30.7633119,-86.5616022,Data,WAN,21.00 Mbps,21.00 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-09-29T00:00:00.000,2022-05-26T00:00:00.000,143042915,"CRMSA, LLC",FY 2022 Filing Window 1,5204.47,5204.47,5204.47,,Yes,2024-02-25T00:00:00.000,,,,,1,99.99,20,75,,,1,
Healthcare Connect Fund,Individual,2022,RHC20220009041,1,Processed,25500,"Ritchie County Primary Care Association, Inc.-Pleasants County School-Based Health Center",Community Health Center Or Health Center Providing Health Care To Migrants,2330 N. Pleasants Hwy,Saint Marys,WV,26170,39.4243966,-81.1797971,25500,"Ritchie County Primary Care Association, Inc.-Pleasants County School-Based Health Center",Community Health Center Or Health Center Providing Health Care To Migrants,2330 N. Pleasants Hwy,Saint Marys,WV,Pleasants,26170,39.4243966,-81.1797971,Data,Ethernet,50 Mbps,50 Mbps,0,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-21T00:00:00.000,2022-04-14T00:00:00.000,143026622,"Citynet Ohio, LLC",FY 2022 Filing Window 1,9548.76,9548.76,9548.76,9548.6,No,2024-02-25T00:00:00.000,Pleasants,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220011326,2,Withdrawn,51498,Good Samaritan Society - Lyons,Skilled Nursing Facility,1311 S Douglas Ave,Lyons,KS,67554,38.3351865,-98.2075801,51498,Good Samaritan Society - Lyons,Skilled Nursing Facility,1311 S Douglas Ave,Lyons,KS,Rice,67554,38.3351865,-98.2075801,Data,MPLS,10 Mbps,10 Mbps,,Monthly,No,,,,2022-05-11T00:00:00.000,143001192,AT&T Corp.,FY 2022 Filing Window 1,1624.43,,,,No,,Rice,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230025647,2,Submitted,17234,New England Telehealth Consortium,Consortium Of The Above,41 Pleasant St,Bangor,ME,04401,44.796139,-68.771729,46757,Mainegeneral Medical Center - Alfond Center For Health,Not-For-Profit Hospital,35 Medical Center Parkway,Augusta,ME,Kennebec,04330,44.3627559,-69.7806255,Data,Ethernet Dedicated Internet Access (EDIA),500.00 Mbps,500.00 Mbps,4,Monthly,Yes,,,,2023-04-17T00:00:00.000,143001200,"Consolidated Communications Enterprise Services, Inc.",FY 2023 Filing Window 1,37007.8,,,,No,,Penobscot,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220000475,1,Processed,48917,Abbeville Area-Due West Family Medicine,Rural Health Clinic,6 College Street,Due West,SC,29639,34.3319642,-82.3850624,48917,Abbeville Area-Due West Family Medicine,Rural Health Clinic,6 College Street,Due West,SC,Abbeville,29639,34.3319642,-82.3850624,Data,Internet Access,60 Mbps,60 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-14T00:00:00.000,2021-12-08T00:00:00.000,143001531,"West Carolina Rural Telephone Cooperative, Inc.",FY 2022 Filing Window 1,468,468,468,,No,2024-02-25T00:00:00.000,Abbeville,,,,,,,,,,,
Healthcare Connect Fund,Individual,2022,RHC20220008570,1,Processed,12898,Lyon County Health Department,Local Health Department Or Agency,211 W Fairview Ave,Eddyville,KY,42038,37.0936402,-88.0807780,12898,Lyon County Health Department,Local Health Department Or Agency,211 W Fairview Ave,Eddyville,KY,Lyon,42038,37.0936402,-88.0807780,Data,Ethernet,50 Mbps,50 Mbps,,Monthly,No,2022-07-01T00:00:00.000,2023-06-30T00:00:00.000,2022-07-14T00:00:00.000,2022-05-17T00:00:00.000,143049472,"Hypercore Networks, Inc.",FY 2022 Filing Window 1,5752.11,5752.11,5752.11,,No,2024-02-25T00:00:00.000,Lyon,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230025290,25,Submitted,50049,Trinity Health Consortium,Consortium Of The Above,20555 Victor Pkwy,Livonia,MI,48152,42.4350762,-83.4265655,50074,Mercy Medical Center - Springfield,Not-For-Profit Hospital,271 Carew St.,Springfield,MA,Hampden,01104,42.1144919,-72.5933409,Data,Ethernet,1.00 Gbps,1.00 Gbps,2,Monthly,No,,,,2023-04-10T00:00:00.000,143001197,Verizon Business Global LLC,FY 2023 Filing Window 1,11279.27,,,,No,,,,,,,,,,,,1,
Healthcare Connect Fund,Individual,2023,RHC20230015282,1,Processed,27992,Floyd Healthcare Management - Floyd Urgent & Primary Care Centre,Rural Health Clinic,391 Northwood Drive,Centre,AL,35960,34.1627522,-85.6522353,27992,Floyd Healthcare Management - Floyd Urgent & Primary Care Centre,Rural Health Clinic,391 Northwood Drive,Centre,AL,Cherokee,35960,34.1627522,-85.6522353,Data,Internet Access,80 Mbps,80 Mbps,,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-06-08T00:00:00.000,2023-01-03T00:00:00.000,143050436,"Charter Communications Operating, LLC",FY 2023 Filing Window 1,1091.92,1091.92,1091.92,,No,2025-02-25T00:00:00.000,Cherokee,,,,,,,,,,,
Healthcare Connect Fund,Individual,2015,15677541,1,Committed,15153,Bassett Healthcare - Sharon Springs,Rural Health Clinic,591 Highway Route 20 Apt 1,Sharon Spgs,NY,13459-3101,42.7884854,-74.6168685,15153,Bassett Healthcare - Sharon Springs,Rural Health Clinic,591 Highway Route 20 Apt 1,Sharon Spgs,NY,Schoharie,13459-3101,42.7884854,-74.6168685,Leased/Tariffed Facilities or Services,Ethernet,10.0MB,10.0MB,0,Month,No,2015-07-07T00:00:00.000,2016-06-30T00:00:00.000,2015-10-29T00:00:00.000,2015-07-20T00:00:00.000,143019523,"Time Warner Cable Information Services (New York), LLC",,15692.59,15439.48,15439.47,15439.47,No,2016-12-31T23:59:59.000,Schoharie,10.0MB,0,0,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230019726,1,Processed,70894,Regional Health Care Affiliates,Consortium Of The Above,121 E Main St,Providence,KY,42450,37.398211,-87.7616,26093,"Regional Health Care Affiliates, Inc. - Clay",Rural Health Clinic,9086 State Route 132 W,Clay,KY,Webster,42404,37.4767225,-87.8204593,Data,Dedicated Internet Access (DIA),50 Mbps,50 Mbps,0,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-06-29T00:00:00.000,2023-02-15T00:00:00.000,143001192,AT&T Corp.,FY 2023 Filing Window 1,5181.38,5181.38,5181.38,,No,2025-02-25T00:00:00.000,,,,,,,,,,,,
Healthcare Connect Fund,Consortium,2023,RHC20230026988,6,Processed,55911,Hospital Sister Health System,Consortium Of The Above,4936 Laverna Rd,Springfield,IL,62707,39.8376022,-89.5602605,35122,St. Mary's Hospital Medical Center,Not-For-Profit Hospital,1726 Shawano Avenue,Green Bay,WI,Brown,54303,44.5331501,-88.0661792,Data,Ethernet,10 Gbps,10 Gbps,1,Monthly,No,2023-07-01T00:00:00.000,2024-06-30T00:00:00.000,2023-07-06T00:00:00.000,2023-04-24T00:00:00.000,143030766,"Windstream Communications, LLC",FY 2023 Filing Window 1,38551.42,38551.42,38551.42,,No,2024-10-28T00:00:00.000,,,,,,,,,,,,
